,State,Year, Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare
974,WASHINGTON,1999,11079735,1987855,24229780,20616377,20241977,8207618,4695072,565466,28737067,1806672,12337555,{'Correction Total': 662984},{'Education Total': 8571666},"{'Assistance and Subsidies': 1140072, 'Cash and Securities Total': 62683655}",{'Health Total Expenditure': 1152418},3336412,571624,571624,"{'Intergovernmental Expenditure': 6117069, 'Intergovernmental to Combined and Unallocable': 1575627}",1203878,"{'Natural Resources Construction': 527111, 'Parks': {'Parks Total Expenditure': 96250}}",2711806,221232,{'Highways': {'Highways Total Expenditure': 1583578}},{'Utilities Current Operation': 11076748},{'Welfare Institution Total Expenditure': 4571810}
975,WASHINGTON,2000,11734299,1800323,25901790,21950637,21254208,9034590,5190356,607954,30615762,1945257,12567383,{'Correction Total': 731277},{'Education Total': 8991631},"{'Assistance and Subsidies': 1191680, 'Cash and Securities Total': 66540741}",{'Health Total Expenditure': 1273277},3644313,606891,606891,"{'Intergovernmental Expenditure': 6370710, 'Intergovernmental to Combined and Unallocable': 1614885}",1350210,"{'Natural Resources Construction': 587544, 'Parks': {'Parks Total Expenditure': 81125}}",2275158,245886,{'Highways': {'Highways Total Expenditure': 1560320}},{'Utilities Current Operation': 12287873},{'Welfare Institution Total Expenditure': 5070468}
976,WASHINGTON,2001,12607489,1930963,27824006,23597439,22418306,885252,5908876,627364,23646114,1988772,12679410,{'Correction Total': 730116},{'Education Total': 9720289},"{'Assistance and Subsidies': 1043929, 'Cash and Securities Total': 63795826}",{'Health Total Expenditure': 1313199},3900002,657705,657705,"{'Intergovernmental Expenditure': 6576757, 'Intergovernmental to Combined and Unallocable': 1658116}",1498516,"{'Natural Resources Construction': 637305, 'Parks': {'Parks Total Expenditure': 105346}}",1996275,224377,{'Highways': {'Highways Total Expenditure': 1628846}},{'Utilities Current Operation': 13714650},{'Welfare Institution Total Expenditure': 5509101}
977,WASHINGTON,2002,13552176,2172232,30378008,25160311,22775123,672887,6348456,630801,23813123,2045856,12628567,{'Correction Total': 735214},{'Education Total': 10298100},"{'Assistance and Subsidies': 1002738, 'Cash and Securities Total': 58291945}",{'Health Total Expenditure': 1396500},4878228,673936,673936,"{'Intergovernmental Expenditure': 6806350, 'Intergovernmental to Combined and Unallocable': 1501583}",1445028,"{'Natural Resources Construction': 650231, 'Parks': {'Parks Total Expenditure': 235314}}",2047907,241022,{'Highways': {'Highways Total Expenditure': 1795486}},{'Utilities Current Operation': 14844524},{'Welfare Institution Total Expenditure': 6174456}
978,WASHINGTON,2003,14620855,2320037,32600336,26020778,24133548,5143905,7012389,671917,29661378,2096067,12960220,{'Correction Total': 786781},{'Education Total': 10696522},"{'Assistance and Subsidies': 992998, 'Cash and Securities Total': 59772274}",{'Health Total Expenditure': 1374328},6222233,727208,727208,"{'Intergovernmental Expenditure': 6785341, 'Intergovernmental to Combined and Unallocable': 1553662}",1482626,"{'Natural Resources Construction': 696612, 'Parks': {'Parks Total Expenditure': 121566}}",2184899,245281,{'Highways': {'Highways Total Expenditure': 1906430}},{'Utilities Current Operation': 15552519},{'Welfare Institution Total Expenditure': 6250197}
979,WASHINGTON,2004,15773698,2577797,32479709,26979693,25171415,9466053,6953519,686564,35055610,2441440,13895346,{'Correction Total': 796810},{'Education Total': 11211187},"{'Assistance and Subsidies': 1091294, 'Cash and Securities Total': 66201412}",{'Health Total Expenditure': 1349741},5124437,753598,753598,"{'Intergovernmental Expenditure': 6911826, 'Intergovernmental to Combined and Unallocable': 1522432}",1435396,"{'Natural Resources Construction': 608622, 'Parks': {'Parks Total Expenditure': 105935}}",2344182,243188,{'Highways': {'Highways Total Expenditure': 2000672}},{'Utilities Current Operation': 16020757},{'Welfare Institution Total Expenditure': 6422900}
980,WASHINGTON,2012,29090132,2906639,45690215,37297199,34211495,5980122,10002170,994819,40803723,3557306,17624715,{'Correction Total': 931479},{'Education Total': 15179418},"{'Assistance and Subsidies': 1449957, 'Cash and Securities Total': 71805623}",{'Health Total Expenditure': 1683204},7896071,1353204,1353204,"{'Intergovernmental Expenditure': 10314091, 'Intergovernmental to Combined and Unallocable': 1641488}",2330026,"{'Natural Resources Construction': 686270, 'Parks': {'Parks Total Expenditure': 205198}}",2458453,340024,{'Highways': {'Highways Total Expenditure': 3259538}},{'Utilities Current Operation': 21770253},{'Welfare Institution Total Expenditure': 8178814}
981,WASHINGTON,2013,30474333,3119913,45003333,37605118,35962221,13036457,10020920,1408950,48998678,3595183,18787187,{'Correction Total': 928865},{'Education Total': 15618452},"{'Assistance and Subsidies': 1535902, 'Cash and Securities Total': 81664513}",{'Health Total Expenditure': 1767621},7344587,1289645,1289645,"{'Intergovernmental Expenditure': 10283471, 'Intergovernmental to Combined and Unallocable': 1533143}",2357664,"{'Natural Resources Construction': 777689, 'Parks': {'Parks Total Expenditure': 217633}}",2660186,374122,{'Highways': {'Highways Total Expenditure': 3228985}},{'Utilities Current Operation': 21429815},{'Welfare Institution Total Expenditure': 8224503}
982,WASHINGTON,2014,31601016,2833717,48117245,40657614,38517245,16525056,11536213,1414960,55042312,3442776,19447899,{'Correction Total': 938327},{'Education Total': 16349997},"{'Assistance and Subsidies': 1563347, 'Cash and Securities Total': 85806815}",{'Health Total Expenditure': 2041208},7314339,1363630,1363630,"{'Intergovernmental Expenditure': 11172420, 'Intergovernmental to Combined and Unallocable': 1664703}",2559474,"{'Natural Resources Construction': 887354, 'Parks': {'Parks Total Expenditure': 192755}}",2822675,374652,{'Highways': {'Highways Total Expenditure': 3107228}},{'Utilities Current Operation': 23869792},{'Welfare Institution Total Expenditure': 9669566}
983,WASHINGTON,2015,32231967,2884867,50812399,43875706,41561687,8446999,13247057,1396989,50008690,3723403,20644454,{'Correction Total': 984771},{'Education Total': 17101172},"{'Assistance and Subsidies': 1577951, 'Cash and Securities Total': 60798213}",{'Health Total Expenditure': 2239003},6753385,1414999,1414999,"{'Intergovernmental Expenditure': 11783929, 'Intergovernmental to Combined and Unallocable': 1721239}",2580165,"{'Natural Resources Construction': 918107, 'Parks': {'Parks Total Expenditure': 257577}}",3006231,405692,{'Highways': {'Highways Total Expenditure': 2930924}},{'Utilities Current Operation': 26397268},{'Welfare Institution Total Expenditure': 11329491}
984,WASHINGTON,2016,33051285,2662867,52736997,45508047,44056615,7117148,13684525,1461200,51173804,4075649,22280088,{'Correction Total': 1040326},{'Education Total': 18354126},"{'Assistance and Subsidies': 1604854, 'Cash and Securities Total': 63461745}",{'Health Total Expenditure': 2315807},6987148,1439737,1439737,"{'Intergovernmental Expenditure': 12448294, 'Intergovernmental to Combined and Unallocable': 1682487}",2739389,"{'Natural Resources Construction': 888992, 'Parks': {'Parks Total Expenditure': 241463}}",3182857,419197,{'Highways': {'Highways Total Expenditure': 2790205}},{'Utilities Current Operation': 27594097},{'Welfare Institution Total Expenditure': 11552005}
985,WASHINGTON,2017,33427752,2975222,56191751,48814240,47436749,18296337,14237160,1448383,65733100,4663740,23995147,{'Correction Total': 998853},{'Education Total': 19557200},"{'Assistance and Subsidies': 1313444, 'Cash and Securities Total': 134341564}",{'Health Total Expenditure': 3086366},7132650,1505051,1505051,"{'Intergovernmental Expenditure': 13639615, 'Intergovernmental to Combined and Unallocable': 1707618}",3229481,"{'Natural Resources Construction': 862883, 'Parks': {'Parks Total Expenditure': 322592}}",3373183,438529,{'Highways': {'Highways Total Expenditure': 2918772}},{'Utilities Current Operation': 29625769},{'Welfare Institution Total Expenditure': 12197753}
986,WASHINGTON,2018,33926356,2598470,58298035,50744226,50965346,19907837,14446364,2070931,70873183,4684503,26579324,{'Correction Total': 1039580},{'Education Total': 20831462},"{'Assistance and Subsidies': 1611323, 'Cash and Securities Total': 145008964}",{'Health Total Expenditure': 2938904},7480799,1521343,1521343,"{'Intergovernmental Expenditure': 14549578, 'Intergovernmental to Combined and Unallocable': 1771744}",3659423,"{'Natural Resources Construction': 856296, 'Parks': {'Parks Total Expenditure': 243432}}",4180873,470737,{'Highways': {'Highways Total Expenditure': 2918458}},{'Utilities Current Operation': 30536522},{'Welfare Institution Total Expenditure': 12790963}
987,WASHINGTON,2019,35584686,2340505,61042252,53312108,52105148,16383608,13963165,1746818,68488756,4726647,27992437,{'Correction Total': 1033601},{'Education Total': 22661025},"{'Assistance and Subsidies': 1625523, 'Cash and Securities Total': 154460274}",{'Health Total Expenditure': 3349419},7681598,1555678,1555678,"{'Intergovernmental Expenditure': 16832903, 'Intergovernmental to Combined and Unallocable': 1858147}",3477158,"{'Natural Resources Construction': 959608, 'Parks': {'Parks Total Expenditure': 264578}}",4871892,482501,{'Highways': {'Highways Total Expenditure': 3150750}},{'Utilities Current Operation': 31006045},{'Welfare Institution Total Expenditure': 12488850}
988,WEST VIRGINIA,1992,2594324,370284,5261795,4395674,4558622,847978,1490087,141056,5452191,425259,2351858,{'Correction Total': 36491},{'Education Total': 1753193},"{'Assistance and Subsidies': 147077, 'Cash and Securities Total': 5492334}",{'Health Total Expenditure': 107815},825877,172304,172304,"{'Intergovernmental Expenditure': 1149496, 'Intergovernmental to Combined and Unallocable': 296411}",301671,"{'Natural Resources Construction': 103038, 'Parks': {'Parks Total Expenditure': 38497}}",193954,23850,{'Highways': {'Highways Total Expenditure': 510002}},{'Utilities Current Operation': 2596757},{'Welfare Institution Total Expenditure': 1094068}
989,WEST VIRGINIA,1993,2683982,402476,5943099,4832665,5016409,984761,1787178,134603,6047454,621094,2474727,{'Correction Total': 37450},{'Education Total': 1870421},"{'Assistance and Subsidies': 146791, 'Cash and Securities Total': 5900542}",{'Health Total Expenditure': 102208},1067560,154583,154583,"{'Intergovernmental Expenditure': 1226379, 'Intergovernmental to Combined and Unallocable': 268438}",297343,"{'Natural Resources Construction': 94940, 'Parks': {'Parks Total Expenditure': 37467}}",204478,23540,{'Highways': {'Highways Total Expenditure': 584337}},{'Utilities Current Operation': 2945310},{'Welfare Institution Total Expenditure': 1394431}
990,WEST VIRGINIA,1994,2525138,538948,6189980,5250197,5332980,969953,1927209,145273,6349448,658453,2554198,{'Correction Total': 56811},{'Education Total': 1929342},"{'Assistance and Subsidies': 150035, 'Cash and Securities Total': 6166015}",{'Health Total Expenditure': 124332},894752,152933,152933,"{'Intergovernmental Expenditure': 1249440, 'Intergovernmental to Combined and Unallocable': 252334}",338893,"{'Natural Resources Construction': 129397, 'Parks': {'Parks Total Expenditure': 39751}}",168961,33456,{'Highways': {'Highways Total Expenditure': 702583}},{'Utilities Current Operation': 3203872},{'Welfare Institution Total Expenditure': 1543919}
991,WEST VIRGINIA,1995,2585972,519354,6261769,5418156,5628038,955901,2001039,150665,6629138,666702,2731907,{'Correction Total': 77231},{'Education Total': 1993619},"{'Assistance and Subsidies': 195363, 'Cash and Securities Total': 6863952}",{'Health Total Expenditure': 131278},796010,147103,147103,"{'Intergovernmental Expenditure': 1254636, 'Intergovernmental to Combined and Unallocable': 284045}",366623,"{'Natural Resources Construction': 151368, 'Parks': {'Parks Total Expenditure': 36976}}",192466,37160,{'Highways': {'Highways Total Expenditure': 662595}},{'Utilities Current Operation': 3349303},{'Welfare Institution Total Expenditure': 1576052}
992,WEST VIRGINIA,1996,2830217,521981,6576406,5622818,5829529,984644,2093978,143561,6859793,661110,2764522,{'Correction Total': 82073},{'Education Total': 2078675},"{'Assistance and Subsidies': 139455, 'Cash and Securities Total': 5860321}",{'Health Total Expenditure': 121639},909677,163416,163416,"{'Intergovernmental Expenditure': 1325430, 'Intergovernmental to Combined and Unallocable': 299051}",415718,"{'Natural Resources Construction': 140023, 'Parks': {'Parks Total Expenditure': 40126}}",176550,39241,{'Highways': {'Highways Total Expenditure': 705344}},{'Utilities Current Operation': 3516447},{'Welfare Institution Total Expenditure': 1588057}
993,WEST VIRGINIA,1997,3039506,602210,7145479,6098674,6038200,1381479,2040033,151441,7466718,683435,2905947,{'Correction Total': 94905},{'Education Total': 2386272},"{'Assistance and Subsidies': 96550, 'Cash and Securities Total': 7478216}",{'Health Total Expenditure': 134349},1002663,179047,179047,"{'Intergovernmental Expenditure': 1625623, 'Intergovernmental to Combined and Unallocable': 334889}",497363,"{'Natural Resources Construction': 145098, 'Parks': {'Parks Total Expenditure': 47163}}",202412,41030,{'Highways': {'Highways Total Expenditure': 782897}},{'Utilities Current Operation': 3639386},{'Welfare Institution Total Expenditure': 1603186}
994,WEST VIRGINIA,1998,3433365,621045,7148810,6210754,6205724,1555892,2096294,158994,7808416,701576,3011990,{'Correction Total': 120013},{'Education Total': 2301476},"{'Assistance and Subsidies': 108411, 'Cash and Securities Total': 8203192}",{'Health Total Expenditure': 131488},894373,254554,254554,"{'Intergovernmental Expenditure': 1530110, 'Intergovernmental to Combined and Unallocable': 356194}",513485,"{'Natural Resources Construction': 140556, 'Parks': {'Parks Total Expenditure': 48358}}",207509,43660,{'Highways': {'Highways Total Expenditure': 806824}},{'Utilities Current Operation': 3740317},{'Welfare Institution Total Expenditure': 1647612}
995,WEST VIRGINIA,1999,3689359,596869,7335784,6342745,6584454,1402782,2123358,161484,8034281,870441,3302046,{'Correction Total': 124779},{'Education Total': 2406356},"{'Assistance and Subsidies': 75951, 'Cash and Securities Total': 8874293}",{'Health Total Expenditure': 139895},947308,203091,203091,"{'Intergovernmental Expenditure': 1577358, 'Intergovernmental to Combined and Unallocable': 390451}",559744,"{'Natural Resources Construction': 136876, 'Parks': {'Parks Total Expenditure': 48091}}",189932,41922,{'Highways': {'Highways Total Expenditure': 785536}},{'Utilities Current Operation': 3935207},{'Welfare Institution Total Expenditure': 1665582}
996,WEST VIRGINIA,2000,3730325,681916,7551834,6490241,7031879,1509898,2406274,174260,8591389,883055,3343266,{'Correction Total': 156190},{'Education Total': 2295556},"{'Assistance and Subsidies': 91640, 'Cash and Securities Total': 9635573}",{'Health Total Expenditure': 152559},1009622,206501,206501,"{'Intergovernmental Expenditure': 1359668, 'Intergovernmental to Combined and Unallocable': 399079}",634733,"{'Natural Resources Construction': 151074, 'Parks': {'Parks Total Expenditure': 54581}}",185387,52445,{'Highways': {'Highways Total Expenditure': 837624}},{'Utilities Current Operation': 4202487},{'Welfare Institution Total Expenditure': 1761509}
997,WEST VIRGINIA,2001,4091919,1000665,8540103,7303444,7552412,1125960,2660163,152833,8729605,911314,3422875,{'Correction Total': 179887},{'Education Total': 2497413},"{'Assistance and Subsidies': 140889, 'Cash and Securities Total': 9589381}",{'Health Total Expenditure': 172442},1174646,216642,216642,"{'Intergovernmental Expenditure': 1535961, 'Intergovernmental to Combined and Unallocable': 367272}",766321,"{'Natural Resources Construction': 163464, 'Parks': {'Parks Total Expenditure': 63981}}",195598,49519,{'Highways': {'Highways Total Expenditure': 1187038}},{'Utilities Current Operation': 4471300},{'Welfare Institution Total Expenditure': 1924671}
998,WEST VIRGINIA,2002,4537449,730337,9409434,7560308,8052506,1024589,2899197,174660,9130217,957968,3551756,{'Correction Total': 170305},{'Education Total': 2495321},"{'Assistance and Subsidies': 165315, 'Cash and Securities Total': 10429817}",{'Health Total Expenditure': 209521},1794735,237521,237521,"{'Intergovernmental Expenditure': 1453707, 'Intergovernmental to Combined and Unallocable': 502159}",829898,"{'Natural Resources Construction': 175910, 'Parks': {'Parks Total Expenditure': 68248}}",201549,47790,{'Highways': {'Highways Total Expenditure': 986477}},{'Utilities Current Operation': 5027819},{'Welfare Institution Total Expenditure': 2135874}
999,WEST VIRGINIA,2003,4260461,811852,10003729,7997646,8316567,1393786,2975382,186386,9766188,975291,3593993,{'Correction Total': 182064},{'Education Total': 2759464},"{'Assistance and Subsidies': 145135, 'Cash and Securities Total': 10380874}",{'Health Total Expenditure': 232084},1957850,207095,207095,"{'Intergovernmental Expenditure': 1544758, 'Intergovernmental to Combined and Unallocable': 529524}",915165,"{'Natural Resources Construction': 184606, 'Parks': {'Parks Total Expenditure': 68499}}",216407,53903,{'Highways': {'Highways Total Expenditure': 961586}},{'Utilities Current Operation': 5344698},{'Welfare Institution Total Expenditure': 2230629}
1000,WEST VIRGINIA,2004,4634866,746595,9879217,8555271,9117599,1935071,3368602,179107,11112803,1071888,3749013,{'Correction Total': 182906},{'Education Total': 2939679},"{'Assistance and Subsidies': 167482, 'Cash and Securities Total': 11521317}",{'Health Total Expenditure': 287709},1257883,190468,190468,"{'Intergovernmental Expenditure': 1942069, 'Intergovernmental to Combined and Unallocable': 893805}",1080503,"{'Natural Resources Construction': 185025, 'Parks': {'Parks Total Expenditure': 56547}}",226926,58552,{'Highways': {'Highways Total Expenditure': 948901}},{'Utilities Current Operation': 5574720},{'Welfare Institution Total Expenditure': 2294466}
1001,WEST VIRGINIA,2012,7306756,1213169,13222916,11709305,12294552,861516,4359169,137670,13247295,1282258,5285773,{'Correction Total': 288148},{'Education Total': 4335500},"{'Assistance and Subsidies': 226909, 'Cash and Securities Total': 14952202}",{'Health Total Expenditure': 327961},1436587,250379,250379,"{'Intergovernmental Expenditure': 2618032, 'Intergovernmental to Combined and Unallocable': 874752}",1243249,"{'Natural Resources Construction': 260494, 'Parks': {'Parks Total Expenditure': 55674}}",640386,81483,{'Highways': {'Highways Total Expenditure': 1217378}},{'Utilities Current Operation': 7477840},{'Welfare Institution Total Expenditure': 3293865}
1002,WEST VIRGINIA,2013,7355630,1074793,13234175,11708869,12402596,2331791,4325052,149267,14827225,1323634,5389952,{'Correction Total': 300693},{'Education Total': 4333893},"{'Assistance and Subsidies': 234604, 'Cash and Securities Total': 15792377}",{'Health Total Expenditure': 312959},1446342,253663,253663,"{'Intergovernmental Expenditure': 2469535, 'Intergovernmental to Combined and Unallocable': 820216}",1182707,"{'Natural Resources Construction': 225833, 'Parks': {'Parks Total Expenditure': 51269}}",623298,75101,{'Highways': {'Highways Total Expenditure': 1102651}},{'Utilities Current Operation': 7755238},{'Welfare Institution Total Expenditure': 3526815}
1003,WEST VIRGINIA,2014,7403453,1075466,13280283,11745454,12252809,2979906,4350205,152754,15326172,1339027,5386588,{'Correction Total': 303230},{'Education Total': 4310258},"{'Assistance and Subsidies': 244496, 'Cash and Securities Total': 16392551}",{'Health Total Expenditure': 301990},1455212,193269,193269,"{'Intergovernmental Expenditure': 2413663, 'Intergovernmental to Combined and Unallocable': 726423}",1122867,"{'Natural Resources Construction': 230772, 'Parks': {'Parks Total Expenditure': 50019}}",698867,81889,{'Highways': {'Highways Total Expenditure': 1133470}},{'Utilities Current Operation': 7898177},{'Welfare Institution Total Expenditure': 3720938}
1004,WEST VIRGINIA,2015,8161669,835786,14252984,12790705,12546909,1126918,4513946,138918,13770542,1325996,5565985,{'Correction Total': 285324},{'Education Total': 4440368},"{'Assistance and Subsidies': 571299, 'Cash and Securities Total': 15981617}",{'Health Total Expenditure': 264918},1375539,181326,181326,"{'Intergovernmental Expenditure': 2578274, 'Intergovernmental to Combined and Unallocable': 818827}",1040270,"{'Natural Resources Construction': 274804, 'Parks': {'Parks Total Expenditure': 53684}}",686529,73554,{'Highways': {'Highways Total Expenditure': 1017574}},{'Utilities Current Operation': 8710760},{'Welfare Institution Total Expenditure': 4651087}
1005,WEST VIRGINIA,2016,8239934,948138,15101059,13344329,12530316,705104,4748447,149703,13330561,1382893,5212967,{'Correction Total': 301038},{'Education Total': 4518347},"{'Assistance and Subsidies': 615620, 'Cash and Securities Total': 14839299}",{'Health Total Expenditure': 284512},1668915,302153,302153,"{'Intergovernmental Expenditure': 2618415, 'Intergovernmental to Combined and Unallocable': 812546}",1112304,"{'Natural Resources Construction': 257209, 'Parks': {'Parks Total Expenditure': 52408}}",433197,84441,{'Highways': {'Highways Total Expenditure': 1199382}},{'Utilities Current Operation': 8947818},{'Welfare Institution Total Expenditure': 4763429}
1006,WEST VIRGINIA,2017,8568020,906259,14646514,13009122,12910980,3237981,5109431,149555,16244732,1338719,5092879,{'Correction Total': 301041},{'Education Total': 4285354},"{'Assistance and Subsidies': 318476, 'Cash and Securities Total': 24782865}",{'Health Total Expenditure': 297895},1551702,206560,206560,"{'Intergovernmental Expenditure': 2396856, 'Intergovernmental to Combined and Unallocable': 944155}",1089015,"{'Natural Resources Construction': 269532, 'Parks': {'Parks Total Expenditure': 53902}}",340266,81031,{'Highways': {'Highways Total Expenditure': 1148911}},{'Utilities Current Operation': 9266661},{'Welfare Institution Total Expenditure': 4731922}
1007,WEST VIRGINIA,2018,8610296,779860,14736212,13106697,13174928,2581704,4959925,219003,15856198,1419809,5442628,{'Correction Total': 306006},{'Education Total': 4138087},"{'Assistance and Subsidies': 318689, 'Cash and Securities Total': 26497939}",{'Health Total Expenditure': 293094},1542119,588911,588911,"{'Intergovernmental Expenditure': 2361245, 'Intergovernmental to Combined and Unallocable': 876190}",1088698,"{'Natural Resources Construction': 267618, 'Parks': {'Parks Total Expenditure': 52130}}",431247,77494,{'Highways': {'Highways Total Expenditure': 1214279}},{'Utilities Current Operation': 9145388},{'Welfare Institution Total Expenditure': 4604377}
1008,WEST VIRGINIA,2019,10570633,973919,15175198,13467261,13801161,2048008,5168471,240841,15954669,1424432,5938039,{'Correction Total': 341114},{'Education Total': 4216362},"{'Assistance and Subsidies': 338479, 'Cash and Securities Total': 22362612}",{'Health Total Expenditure': 287636},1616726,248129,248129,"{'Intergovernmental Expenditure': 2420689, 'Intergovernmental to Combined and Unallocable': 884767}",1026426,"{'Natural Resources Construction': 268843, 'Parks': {'Parks Total Expenditure': 63180}}",482480,86401,{'Highways': {'Highways Total Expenditure': 1449539}},{'Utilities Current Operation': 9577256},{'Welfare Institution Total Expenditure': 4854329}
1009,WISCONSIN,1992,7298851,771504,13595620,12258080,12584972,5023642,3015338,422373,17608614,1116359,7389207,{'Correction Total': 338479},{'Education Total': 4191273},"{'Assistance and Subsidies': 550527, 'Cash and Securities Total': 29209682}",{'Health Total Expenditure': 439166},1337540,498978,498978,"{'Intergovernmental Expenditure': 4845330, 'Intergovernmental to Combined and Unallocable': 2104494}",949113,"{'Natural Resources Construction': 238610, 'Parks': {'Parks Total Expenditure': 39258}}",143260,53072,{'Highways': {'Highways Total Expenditure': 853627}},{'Utilities Current Operation': 5591741},{'Welfare Institution Total Expenditure': 2809436}
1010,WISCONSIN,1993,7674173,1008758,14620876,13272436,13609610,5067221,3349001,422741,18676831,1175666,7955528,{'Correction Total': 390273},{'Education Total': 4395640},"{'Assistance and Subsidies': 549320, 'Cash and Securities Total': 30572336}",{'Health Total Expenditure': 456485},1348440,538439,538439,"{'Intergovernmental Expenditure': 5005878, 'Intergovernmental to Combined and Unallocable': 2160746}",978179,"{'Natural Resources Construction': 404408, 'Parks': {'Parks Total Expenditure': 45947}}",158724,51824,{'Highways': {'Highways Total Expenditure': 1064589}},{'Utilities Current Operation': 6170041},{'Welfare Institution Total Expenditure': 3001695}
1011,WISCONSIN,1994,7747539,843192,15281465,13823044,14466854,5150314,3699608,435365,19617168,1234715,8427695,{'Correction Total': 393602},{'Education Total': 4660014},"{'Assistance and Subsidies': 537151, 'Cash and Securities Total': 36721252}",{'Health Total Expenditure': 480406},1458421,550847,550847,"{'Intergovernmental Expenditure': 5327881, 'Intergovernmental to Combined and Unallocable': 2190625}",989324,"{'Natural Resources Construction': 374895, 'Parks': {'Parks Total Expenditure': 53015}}",149721,53130,{'Highways': {'Highways Total Expenditure': 1098316}},{'Utilities Current Operation': 6563973},{'Welfare Institution Total Expenditure': 3154452}
1012,WISCONSIN,1995,8235991,964407,16301863,14546405,15337062,1489209,3765756,436442,16826271,1276294,9029488,{'Correction Total': 509551},{'Education Total': 5029803},"{'Assistance and Subsidies': 515958, 'Cash and Securities Total': 37784496}",{'Health Total Expenditure': 505708},1755458,492175,492175,"{'Intergovernmental Expenditure': 5722997, 'Intergovernmental to Combined and Unallocable': 2374223}",1082304,"{'Natural Resources Construction': 400609, 'Parks': {'Parks Total Expenditure': 60583}}",141059,55983,{'Highways': {'Highways Total Expenditure': 1114815}},{'Utilities Current Operation': 6850868},{'Welfare Institution Total Expenditure': 3159993}
1013,WISCONSIN,1996,9126746,946705,16989913,15251343,16071246,8293899,3860097,613632,24365145,1321582,9585513,{'Correction Total': 513291},{'Education Total': 5323972},"{'Assistance and Subsidies': 483471, 'Cash and Securities Total': 44763873}",{'Health Total Expenditure': 530720},1738570,547893,547893,"{'Intergovernmental Expenditure': 6290232, 'Intergovernmental to Combined and Unallocable': 2447715}",1120947,"{'Natural Resources Construction': 496259, 'Parks': {'Parks Total Expenditure': 56568}}",170469,61004,{'Highways': {'Highways Total Expenditure': 1172157}},{'Utilities Current Operation': 6983042},{'Welfare Institution Total Expenditure': 3193480}
1014,WISCONSIN,1997,9831858,1063181,18199533,16228736,16916226,6942527,3903851,614352,23858753,1366283,10186768,{'Correction Total': 573642},{'Education Total': 6285567},"{'Assistance and Subsidies': 454575, 'Cash and Securities Total': 53025998}",{'Health Total Expenditure': 497319},1970797,584032,584032,"{'Intergovernmental Expenditure': 6993213, 'Intergovernmental to Combined and Unallocable': 2449613}",1194165,"{'Natural Resources Construction': 298185, 'Parks': {'Parks Total Expenditure': 57031}}",163958,59168,{'Highways': {'Highways Total Expenditure': 1276706}},{'Utilities Current Operation': 7133735},{'Welfare Institution Total Expenditure': 3223178}
1015,WISCONSIN,1998,10720738,1044879,19101351,16980057,18168632,3225958,3794650,637496,21394590,1539542,11149754,{'Correction Total': 654545},{'Education Total': 6595328},"{'Assistance and Subsidies': 257551, 'Cash and Securities Total': 64257714}",{'Health Total Expenditure': 524385},2121294,636959,636959,"{'Intergovernmental Expenditure': 7481155, 'Intergovernmental to Combined and Unallocable': 2817333}",1499970,"{'Natural Resources Construction': 308614, 'Parks': {'Parks Total Expenditure': 55776}}",197156,61316,{'Highways': {'Highways Total Expenditure': 1352012}},{'Utilities Current Operation': 7559513},{'Welfare Institution Total Expenditure': 3007116}
1016,WISCONSIN,1999,11225124,1122534,20465757,18314727,19262147,9071983,4270716,659184,28334130,1625345,11627782,{'Correction Total': 734063},{'Education Total': 6977798},"{'Assistance and Subsidies': 433312, 'Cash and Securities Total': 67834020}",{'Health Total Expenditure': 546479},2151030,657337,657337,"{'Intergovernmental Expenditure': 7887652, 'Intergovernmental to Combined and Unallocable': 3130839}",1386794,"{'Natural Resources Construction': 325208, 'Parks': {'Parks Total Expenditure': 57666}}",245361,108532,{'Highways': {'Highways Total Expenditure': 1354887}},{'Utilities Current Operation': 8213892},{'Welfare Institution Total Expenditure': 3335792}
1017,WISCONSIN,2000,11453844,1402318,22833463,20452431,21183017,10935816,4734449,668760,32118833,1598857,12575192,{'Correction Total': 837496},{'Education Total': 7468687},"{'Assistance and Subsidies': 551630, 'Cash and Securities Total': 77051078}",{'Health Total Expenditure': 615676},2381032,687019,687019,"{'Intergovernmental Expenditure': 8170504, 'Intergovernmental to Combined and Unallocable': 3996137}",1709726,"{'Natural Resources Construction': 375112, 'Parks': {'Parks Total Expenditure': 64490}}",270458,105041,{'Highways': {'Highways Total Expenditure': 1523406}},{'Utilities Current Operation': 9640960},{'Welfare Institution Total Expenditure': 3550938}
